codepoint,character,character_name
U+2071,ⁱ,SUPERSCRIPT LATIN SMALL LETTER I
U+2074,⁴,SUPERSCRIPT FOUR
U+2075,⁵,SUPERSCRIPT FIVE
U+2076,⁶,SUPERSCRIPT SIX
U+2077,⁷,SUPERSCRIPT SEVEN
U+2078,⁸,SUPERSCRIPT EIGHT
U+2079,⁹,SUPERSCRIPT NINE
U+207A,⁺,SUPERSCRIPT PLUS SIGN
U+207B,⁻,SUPERSCRIPT MINUS
U+207C,⁼,SUPERSCRIPT EQUALS SIGN
U+207D,⁽,SUPERSCRIPT LEFT PARENTHESIS
U+207E,⁾,SUPERSCRIPT RIGHT PARENTHESIS
U+207F,ⁿ,SUPERSCRIPT LATIN SMALL LETTER N
U+2080,₀,SUBSCRIPT ZERO
U+2081,₁,SUBSCRIPT ONE
U+2082,₂,SUBSCRIPT TWO
U+2083,₃,SUBSCRIPT THREE
U+2084,₄,SUBSCRIPT FOUR
U+2085,₅,SUBSCRIPT FIVE
U+2086,₆,SUBSCRIPT SIX
U+2087,₇,SUBSCRIPT SEVEN
U+2088,₈,SUBSCRIPT EIGHT
U+2089,₉,SUBSCRIPT NINE
U+208A,₊,SUBSCRIPT PLUS SIGN
U+208B,₋,SUBSCRIPT MINUS
U+208C,₌,SUBSCRIPT EQUALS SIGN
U+208D,₍,SUBSCRIPT LEFT PARENTHESIS
U+208E,₎,SUBSCRIPT RIGHT PARENTHESIS
U+2090,ₐ,LATIN SUBSCRIPT SMALL LETTER A
U+2091,ₑ,LATIN SUBSCRIPT SMALL LETTER E
U+2092,ₒ,LATIN SUBSCRIPT SMALL LETTER O
U+2093,ₓ,LATIN SUBSCRIPT SMALL LETTER X
U+2094,ₔ,LATIN SUBSCRIPT SMALL LETTER SCHWA
U+20A0,₠,EURO-CURRENCY SIGN
U+20A1,₡,COLON SIGN
U+20A2,₢,CRUZEIRO SIGN
U+20A3,₣,FRENCH FRANC SIGN
U+20A4,₤,LIRA SIGN
U+20A5,₥,MILL SIGN
U+20A6,₦,NAIRA SIGN
U+20A7,₧,PESETA SIGN
U+20A8,₨,RUPEE SIGN
U+20A9,₩,WON SIGN
U+20AA,₪,NEW SHEQEL SIGN
U+20AB,₫,DONG SIGN
U+20AC,€,EURO SIGN
U+20AD,₭,KIP SIGN
U+20AE,₮,TUGRIK SIGN
U+20AF,₯,DRACHMA SIGN
U+20B0,₰,GERMAN PENNY SIGN
U+20B1,₱,PESO SIGN
U+20B2,₲,GUARANI SIGN
U+20B3,₳,AUSTRAL SIGN
U+20B4,₴,HRYVNIA SIGN
U+20B5,₵,CEDI SIGN
U+20B6,₶,LIVRE TOURNOIS SIGN
U+20B7,₷,SPESMILO SIGN
U+20B8,₸,TENGE SIGN
U+20B9,₹,INDIAN RUPEE SIGN
U+20BA,₺,TURKISH LIRA SIGN
U+20BB,₻,NORDIC MARK SIGN
U+20BC,₼,MANAT SIGN
U+20BD,₽,RUBLE SIGN
U+20BE,₾,LARI SIGN
U+20BF,₿,BITCOIN SIGN
U+20DD,⃝,COMBINING ENCLOSING CIRCLE
U+20F0,⃰,COMBINING ASTERISK ABOVE
U+2105,℅,CARE OF
U+2113,ℓ,SCRIPT SMALL L
U+2116,№,NUMERO SIGN
U+2117,℗,SOUND RECORDING COPYRIGHT
U+2122,™,TRADE MARK SIGN
U+2126,Ω,OHM SIGN
U+212E,℮,ESTIMATED SYMBOL
U+2132,Ⅎ,TURNED CAPITAL F
U+214D,⅍,AKTIESELSKAB
U+214E,ⅎ,TURNED SMALL F
U+2153,⅓,VULGAR FRACTION ONE THIRD
U+2154,⅔,VULGAR FRACTION TWO THIRDS
U+2155,⅕,VULGAR FRACTION ONE FIFTH
U+2156,⅖,VULGAR FRACTION TWO FIFTHS
U+2157,⅗,VULGAR FRACTION THREE FIFTHS
U+2158,⅘,VULGAR FRACTION FOUR FIFTHS
U+2159,⅙,VULGAR FRACTION ONE SIXTH
U+215A,⅚,VULGAR FRACTION FIVE SIXTHS
U+215B,⅛,VULGAR FRACTION ONE EIGHTH
U+215C,⅜,VULGAR FRACTION THREE EIGHTHS
U+215D,⅝,VULGAR FRACTION FIVE EIGHTHS
U+215E,⅞,VULGAR FRACTION SEVEN EIGHTHS
U+2183,Ↄ,ROMAN NUMERAL REVERSED ONE HUNDRED
U+2184,ↄ,LATIN SMALL LETTER REVERSED C
U+2190,←,LEFTWARDS ARROW
U+2191,↑,UPWARDS ARROW
U+2192,→,RIGHTWARDS ARROW
U+2193,↓,DOWNWARDS ARROW
U+2194,↔,LEFT RIGHT ARROW
U+2195,↕,UP DOWN ARROW
U+21A8,↨,UP DOWN ARROW WITH BASE
U+2202,∂,PARTIAL DIFFERENTIAL
U+2206,∆,INCREMENT
U+220F,∏,N-ARY PRODUCT
U+2211,∑,N-ARY SUMMATION
U+2212,−,MINUS SIGN
U+2215,∕,DIVISION SLASH
U+2219,∙,BULLET OPERATOR
U+221A,√,SQUARE ROOT
U+221E,∞,INFINITY
U+221F,∟,RIGHT ANGLE
U+2229,∩,INTERSECTION
U+222B,∫,INTEGRAL
U+2248,≈,ALMOST EQUAL TO
U+2260,≠,NOT EQUAL TO
U+2261,≡,IDENTICAL TO
U+2264,≤,LESS-THAN OR EQUAL TO
U+2265,≥,GREATER-THAN OR EQUAL TO
U+2302,⌂,HOUSE
U+2310,⌐,REVERSED NOT SIGN
U+2320,⌠,TOP HALF INTEGRAL
U+2321,⌡,BOTTOM HALF INTEGRAL
U+2460,①,CIRCLED DIGIT ONE
U+2461,②,CIRCLED DIGIT TWO
U+2462,③,CIRCLED DIGIT THREE
U+2463,④,CIRCLED DIGIT FOUR
U+2464,⑤,CIRCLED DIGIT FIVE
U+2465,⑥,CIRCLED DIGIT SIX
U+2466,⑦,CIRCLED DIGIT SEVEN
U+2467,⑧,CIRCLED DIGIT EIGHT
U+2468,⑨,CIRCLED DIGIT NINE
U+2469,⑩,CIRCLED NUMBER TEN
U+246A,⑪,CIRCLED NUMBER ELEVEN
U+246B,⑫,CIRCLED NUMBER TWELVE
U+246C,⑬,CIRCLED NUMBER THIRTEEN
U+246D,⑭,CIRCLED NUMBER FOURTEEN
U+246E,⑮,CIRCLED NUMBER FIFTEEN
U+246F,⑯,CIRCLED NUMBER SIXTEEN
U+2470,⑰,CIRCLED NUMBER SEVENTEEN
U+2471,⑱,CIRCLED NUMBER EIGHTEEN
U+2472,⑲,CIRCLED NUMBER NINETEEN
U+2473,⑳,CIRCLED NUMBER TWENTY
U+24EA,⓪,CIRCLED DIGIT ZERO
U+24EB,⓫,NEGATIVE CIRCLED NUMBER ELEVEN
U+24EC,⓬,NEGATIVE CIRCLED NUMBER TWELVE
U+24ED,⓭,NEGATIVE CIRCLED NUMBER THIRTEEN
U+24EE,⓮,NEGATIVE CIRCLED NUMBER FOURTEEN
U+24EF,⓯,NEGATIVE CIRCLED NUMBER FIFTEEN
U+24F0,⓰,NEGATIVE CIRCLED NUMBER SIXTEEN
U+24F1,⓱,NEGATIVE CIRCLED NUMBER SEVENTEEN
U+24F2,⓲,NEGATIVE CIRCLED NUMBER EIGHTEEN
U+24F3,⓳,NEGATIVE CIRCLED NUMBER NINETEEN
U+24F4,⓴,NEGATIVE CIRCLED NUMBER TWENTY
U+24FF,⓿,NEGATIVE CIRCLED DIGIT ZERO
U+2500,─,BOX DRAWINGS LIGHT HORIZONTAL
U+2501,━,BOX DRAWINGS HEAVY HORIZONTAL
U+2502,│,BOX DRAWINGS LIGHT VERTICAL
U+2503,┃,BOX DRAWINGS HEAVY VERTICAL
U+2504,┄,BOX DRAWINGS LIGHT TRIPLE DASH HORIZONTAL
U+2505,┅,BOX DRAWINGS HEAVY TRIPLE DASH HORIZONTAL
U+2506,┆,BOX DRAWINGS LIGHT TRIPLE DASH VERTICAL
U+2507,┇,BOX DRAWINGS HEAVY TRIPLE DASH VERTICAL
U+2508,┈,BOX DRAWINGS LIGHT QUADRUPLE DASH HORIZONTAL
U+2509,┉,BOX DRAWINGS HEAVY QUADRUPLE DASH HORIZONTAL
U+250A,┊,BOX DRAWINGS LIGHT QUADRUPLE DASH VERTICAL
U+250B,┋,BOX DRAWINGS HEAVY QUADRUPLE DASH VERTICAL
U+250C,┌,BOX DRAWINGS LIGHT DOWN AND RIGHT
U+250D,┍,BOX DRAWINGS DOWN LIGHT AND RIGHT HEAVY
U+250E,┎,BOX DRAWINGS DOWN HEAVY AND RIGHT LIGHT
U+250F,┏,BOX DRAWINGS HEAVY DOWN AND RIGHT
U+2510,┐,BOX DRAWINGS LIGHT DOWN AND LEFT
U+2511,┑,BOX DRAWINGS DOWN LIGHT AND LEFT HEAVY
U+2512,┒,BOX DRAWINGS DOWN HEAVY AND LEFT LIGHT
U+2513,┓,BOX DRAWINGS HEAVY DOWN AND LEFT
U+2514,└,BOX DRAWINGS LIGHT UP AND RIGHT
U+2515,┕,BOX DRAWINGS UP LIGHT AND RIGHT HEAVY
U+2516,┖,BOX DRAWINGS UP HEAVY AND RIGHT LIGHT
U+2517,┗,BOX DRAWINGS HEAVY UP AND RIGHT
U+2518,┘,BOX DRAWINGS LIGHT UP AND LEFT
U+2519,┙,BOX DRAWINGS UP LIGHT AND LEFT HEAVY
U+251A,┚,BOX DRAWINGS UP HEAVY AND LEFT LIGHT
U+251B,┛,BOX DRAWINGS HEAVY UP AND LEFT
U+251C,├,BOX DRAWINGS LIGHT VERTICAL AND RIGHT
U+251D,┝,BOX DRAWINGS VERTICAL LIGHT AND RIGHT HEAVY
U+251E,┞,BOX DRAWINGS UP HEAVY AND RIGHT DOWN LIGHT
U+251F,┟,BOX DRAWINGS DOWN HEAVY AND RIGHT UP LIGHT
U+2520,┠,BOX DRAWINGS VERTICAL HEAVY AND RIGHT LIGHT
U+2521,┡,BOX DRAWINGS DOWN LIGHT AND RIGHT UP HEAVY
U+2522,┢,BOX DRAWINGS UP LIGHT AND RIGHT DOWN HEAVY
U+2523,┣,BOX DRAWINGS HEAVY VERTICAL AND RIGHT
U+2524,┤,BOX DRAWINGS LIGHT VERTICAL AND LEFT
U+2525,┥,BOX DRAWINGS VERTICAL LIGHT AND LEFT HEAVY
U+2526,┦,BOX DRAWINGS UP HEAVY AND LEFT DOWN LIGHT
U+2527,┧,BOX DRAWINGS DOWN HEAVY AND LEFT UP LIGHT
U+2528,┨,BOX DRAWINGS VERTICAL HEAVY AND LEFT LIGHT
U+2529,┩,BOX DRAWINGS DOWN LIGHT AND LEFT UP HEAVY
U+252A,┪,BOX DRAWINGS UP LIGHT AND LEFT DOWN HEAVY
U+252B,┫,BOX DRAWINGS HEAVY VERTICAL AND LEFT
U+252C,┬,BOX DRAWINGS LIGHT DOWN AND HORIZONTAL
U+252D,┭,BOX DRAWINGS LEFT HEAVY AND RIGHT DOWN LIGHT
U+252E,┮,BOX DRAWINGS RIGHT HEAVY AND LEFT DOWN LIGHT
U+252F,┯,BOX DRAWINGS DOWN LIGHT AND HORIZONTAL HEAVY
U+2530,┰,BOX DRAWINGS DOWN HEAVY AND HORIZONTAL LIGHT
U+2531,┱,BOX DRAWINGS RIGHT LIGHT AND LEFT DOWN HEAVY
U+2532,┲,BOX DRAWINGS LEFT LIGHT AND RIGHT DOWN HEAVY
U+2533,┳,BOX DRAWINGS HEAVY DOWN AND HORIZONTAL
U+2534,┴,BOX DRAWINGS LIGHT UP AND HORIZONTAL
U+2535,┵,BOX DRAWINGS LEFT HEAVY AND RIGHT UP LIGHT
U+2536,┶,BOX DRAWINGS RIGHT HEAVY AND LEFT UP LIGHT
U+2537,┷,BOX DRAWINGS UP LIGHT AND HORIZONTAL HEAVY
U+2538,┸,BOX DRAWINGS UP HEAVY AND HORIZONTAL LIGHT
U+2539,┹,BOX DRAWINGS RIGHT LIGHT AND LEFT UP HEAVY
U+253A,┺,BOX DRAWINGS LEFT LIGHT AND RIGHT UP HEAVY
U+253B,┻,BOX DRAWINGS HEAVY UP AND HORIZONTAL
U+253C,┼,BOX DRAWINGS LIGHT VERTICAL AND HORIZONTAL
U+253D,┽,BOX DRAWINGS LEFT HEAVY AND RIGHT VERTICAL LIGHT
U+253E,┾,BOX DRAWINGS RIGHT HEAVY AND LEFT VERTICAL LIGHT
U+253F,┿,BOX DRAWINGS VERTICAL LIGHT AND HORIZONTAL HEAVY
U+2540,╀,BOX DRAWINGS UP HEAVY AND DOWN HORIZONTAL LIGHT
U+2541,╁,BOX DRAWINGS DOWN HEAVY AND UP HORIZONTAL LIGHT
U+2542,╂,BOX DRAWINGS VERTICAL HEAVY AND HORIZONTAL LIGHT
U+2543,╃,BOX DRAWINGS LEFT UP HEAVY AND RIGHT DOWN LIGHT
U+2544,╄,BOX DRAWINGS RIGHT UP HEAVY AND LEFT DOWN LIGHT
U+2545,╅,BOX DRAWINGS LEFT DOWN HEAVY AND RIGHT UP LIGHT
U+2546,╆,BOX DRAWINGS RIGHT DOWN HEAVY AND LEFT UP LIGHT
U+2547,╇,BOX DRAWINGS DOWN LIGHT AND UP HORIZONTAL HEAVY
U+2548,╈,BOX DRAWINGS UP LIGHT AND DOWN HORIZONTAL HEAVY
U+2549,╉,BOX DRAWINGS RIGHT LIGHT AND LEFT VERTICAL HEAVY
U+254A,╊,BOX DRAWINGS LEFT LIGHT AND RIGHT VERTICAL HEAVY
U+254B,╋,BOX DRAWINGS HEAVY VERTICAL AND HORIZONTAL
U+254C,╌,BOX DRAWINGS LIGHT DOUBLE DASH HORIZONTAL
U+254D,╍,BOX DRAWINGS HEAVY DOUBLE DASH HORIZONTAL
U+254E,╎,BOX DRAWINGS LIGHT DOUBLE DASH VERTICAL
U+254F,╏,BOX DRAWINGS HEAVY DOUBLE DASH VERTICAL
U+2550,═,BOX DRAWINGS DOUBLE HORIZONTAL
U+2551,║,BOX DRAWINGS DOUBLE VERTICAL
U+2552,╒,BOX DRAWINGS DOWN SINGLE AND RIGHT DOUBLE
U+2553,╓,BOX DRAWINGS DOWN DOUBLE AND RIGHT SINGLE
U+2554,╔,BOX DRAWINGS DOUBLE DOWN AND RIGHT
U+2555,╕,BOX DRAWINGS DOWN SINGLE AND LEFT DOUBLE
U+2556,╖,BOX DRAWINGS DOWN DOUBLE AND LEFT SINGLE
U+2557,╗,BOX DRAWINGS DOUBLE DOWN AND LEFT
U+2558,╘,BOX DRAWINGS UP SINGLE AND RIGHT DOUBLE
U+2559,╙,BOX DRAWINGS UP DOUBLE AND RIGHT SINGLE
U+255A,╚,BOX DRAWINGS DOUBLE UP AND RIGHT
U+255B,╛,BOX DRAWINGS UP SINGLE AND LEFT DOUBLE
U+255C,╜,BOX DRAWINGS UP DOUBLE AND LEFT SINGLE
U+255D,╝,BOX DRAWINGS DOUBLE UP AND LEFT
U+255E,╞,BOX DRAWINGS VERTICAL SINGLE AND RIGHT DOUBLE
U+255F,╟,BOX DRAWINGS VERTICAL DOUBLE AND RIGHT SINGLE
U+2560,╠,BOX DRAWINGS DOUBLE VERTICAL AND RIGHT
U+2561,╡,BOX DRAWINGS VERTICAL SINGLE AND LEFT DOUBLE
U+2562,╢,BOX DRAWINGS VERTICAL DOUBLE AND LEFT SINGLE
U+2563,╣,BOX DRAWINGS DOUBLE VERTICAL AND LEFT
U+2564,╤,BOX DRAWINGS DOWN SINGLE AND HORIZONTAL DOUBLE
U+2565,╥,BOX DRAWINGS DOWN DOUBLE AND HORIZONTAL SINGLE
U+2566,╦,BOX DRAWINGS DOUBLE DOWN AND HORIZONTAL
U+2567,╧,BOX DRAWINGS UP SINGLE AND HORIZONTAL DOUBLE
U+2568,╨,BOX DRAWINGS UP DOUBLE AND HORIZONTAL SINGLE
U+2569,╩,BOX DRAWINGS DOUBLE UP AND HORIZONTAL
U+256A,╪,BOX DRAWINGS VERTICAL SINGLE AND HORIZONTAL DOUBLE
U+256B,╫,BOX DRAWINGS VERTICAL DOUBLE AND HORIZONTAL SINGLE
U+256C,╬,BOX DRAWINGS DOUBLE VERTICAL AND HORIZONTAL
U+256D,╭,BOX DRAWINGS LIGHT ARC DOWN AND RIGHT
U+256E,╮,BOX DRAWINGS LIGHT ARC DOWN AND LEFT
U+256F,╯,BOX DRAWINGS LIGHT ARC UP AND LEFT
U+2570,╰,BOX DRAWINGS LIGHT ARC UP AND RIGHT
U+2571,╱,BOX DRAWINGS LIGHT DIAGONAL UPPER RIGHT TO LOWER LEFT
U+2572,╲,BOX DRAWINGS LIGHT DIAGONAL UPPER LEFT TO LOWER RIGHT
U+2573,╳,BOX DRAWINGS LIGHT DIAGONAL CROSS
U+2574,╴,BOX DRAWINGS LIGHT LEFT
U+2575,╵,BOX DRAWINGS LIGHT UP
U+2576,╶,BOX DRAWINGS LIGHT RIGHT
U+2577,╷,BOX DRAWINGS LIGHT DOWN
U+2578,╸,BOX DRAWINGS HEAVY LEFT
U+2579,╹,BOX DRAWINGS HEAVY UP
U+257A,╺,BOX DRAWINGS HEAVY RIGHT
U+257B,╻,BOX DRAWINGS HEAVY DOWN
U+257C,╼,BOX DRAWINGS LIGHT LEFT AND HEAVY RIGHT
U+257D,╽,BOX DRAWINGS LIGHT UP AND HEAVY DOWN
U+257E,╾,BOX DRAWINGS HEAVY LEFT AND LIGHT RIGHT
U+257F,╿,BOX DRAWINGS HEAVY UP AND LIGHT DOWN
U+2580,▀,UPPER HALF BLOCK
U+2584,▄,LOWER HALF BLOCK
U+2588,█,FULL BLOCK
U+258C,▌,LEFT HALF BLOCK
U+2590,▐,RIGHT HALF BLOCK
U+2591,░,LIGHT SHADE
U+2592,▒,MEDIUM SHADE
U+2593,▓,DARK SHADE
U+25A0,■,BLACK SQUARE
U+25A1,□,WHITE SQUARE
U+25AA,▪,BLACK SMALL SQUARE
U+25AB,▫,WHITE SMALL SQUARE
U+25AC,▬,BLACK RECTANGLE
U+25B2,▲,BLACK UP-POINTING TRIANGLE
U+25B4,▴,BLACK UP-POINTING SMALL TRIANGLE
U+25B8,▸,BLACK RIGHT-POINTING SMALL TRIANGLE
U+25BA,►,BLACK RIGHT-POINTING POINTER
U+25BC,▼,BLACK DOWN-POINTING TRIANGLE
U+25BE,▾,BLACK DOWN-POINTING SMALL TRIANGLE
U+25C2,◂,BLACK LEFT-POINTING SMALL TRIANGLE
U+25C4,◄,BLACK LEFT-POINTING POINTER
U+25CA,◊,LOZENGE
U+25CB,○,WHITE CIRCLE
U+25CC,◌,DOTTED CIRCLE
U+25CF,●,BLACK CIRCLE
U+25D8,◘,INVERSE BULLET
U+25D9,◙,INVERSE WHITE CIRCLE
U+25E6,◦,WHITE BULLET
U+263A,☺,WHITE SMILING FACE
U+263B,☻,BLACK SMILING FACE
U+263C,☼,WHITE SUN WITH RAYS
U+2640,♀,FEMALE SIGN
U+2642,♂,MALE SIGN
U+2660,♠,BLACK SPADE SUIT
U+2663,♣,BLACK CLUB SUIT
U+2665,♥,BLACK HEART SUIT
U+2666,♦,BLACK DIAMOND SUIT
U+266A,♪,EIGHTH NOTE
U+266B,♫,BEAMED EIGHTH NOTES
U+266F,♯,MUSIC SHARP SIGN
U+2736,✶,SIX POINTED BLACK STAR
U+2776,❶,DINGBAT NEGATIVE CIRCLED DIGIT ONE
U+2777,❷,DINGBAT NEGATIVE CIRCLED DIGIT TWO
U+2778,❸,DINGBAT NEGATIVE CIRCLED DIGIT THREE
U+2779,❹,DINGBAT NEGATIVE CIRCLED DIGIT FOUR
U+277A,❺,DINGBAT NEGATIVE CIRCLED DIGIT FIVE
U+277B,❻,DINGBAT NEGATIVE CIRCLED DIGIT SIX
U+277C,❼,DINGBAT NEGATIVE CIRCLED DIGIT SEVEN
U+277D,❽,DINGBAT NEGATIVE CIRCLED DIGIT EIGHT
U+277E,❾,DINGBAT NEGATIVE CIRCLED DIGIT NINE
U+277F,❿,DINGBAT NEGATIVE CIRCLED NUMBER TEN
U+2C60,Ⱡ,LATIN CAPITAL LETTER L WITH DOUBLE BAR
U+2C61,ⱡ,LATIN SMALL LETTER L WITH DOUBLE BAR
U+2C62,Ɫ,LATIN CAPITAL LETTER L WITH MIDDLE TILDE
U+2C63,Ᵽ,LATIN CAPITAL LETTER P WITH STROKE
U+2C64,Ɽ,LATIN CAPITAL LETTER R WITH TAIL
U+2C65,ⱥ,LATIN SMALL LETTER A WITH STROKE
U+2C66,ⱦ,LATIN SMALL LETTER T WITH DIAGONAL STROKE
U+2C67,Ⱨ,LATIN CAPITAL LETTER H WITH DESCENDER
U+2C68,ⱨ,LATIN SMALL LETTER H WITH DESCENDER
U+2C69,Ⱪ,LATIN CAPITAL LETTER K WITH DESCENDER
U+2C6A,ⱪ,LATIN SMALL LETTER K WITH DESCENDER
U+2C6B,Ⱬ,LATIN CAPITAL LETTER Z WITH DESCENDER
U+2C6C,ⱬ,LATIN SMALL LETTER Z WITH DESCENDER
U+2C6D,Ɑ,LATIN CAPITAL LETTER ALPHA
U+2C6E,Ɱ,LATIN CAPITAL LETTER M WITH HOOK
U+2C6F,Ɐ,LATIN CAPITAL LETTER TURNED A
U+2C70,Ɒ,LATIN CAPITAL LETTER TURNED ALPHA
U+2C71,ⱱ,LATIN SMALL LETTER V WITH RIGHT HOOK
U+2C72,Ⱳ,LATIN CAPITAL LETTER W WITH HOOK
U+2C73,ⱳ,LATIN SMALL LETTER W WITH HOOK
U+2C74,ⱴ,LATIN SMALL LETTER V WITH CURL
U+2C75,Ⱶ,LATIN CAPITAL LETTER HALF H
U+2C76,ⱶ,LATIN SMALL LETTER HALF H
U+2C77,ⱷ,LATIN SMALL LETTER TAILLESS PHI
U+2C78,ⱸ,LATIN SMALL LETTER E WITH NOTCH
U+2C79,ⱹ,LATIN SMALL LETTER TURNED R WITH TAIL
U+2C7A,ⱺ,LATIN SMALL LETTER O WITH LOW RING INSIDE
U+2C7B,ⱻ,LATIN LETTER SMALL CAPITAL TURNED E
U+2C7C,ⱼ,LATIN SUBSCRIPT SMALL LETTER J
U+2C7D,ⱽ,MODIFIER LETTER CAPITAL V
U+2C7E,Ȿ,LATIN CAPITAL LETTER S WITH SWASH TAIL
U+2C7F,Ɀ,LATIN CAPITAL LETTER Z WITH SWASH TAIL
U+2E17,⸗,DOUBLE OBLIQUE HYPHEN
U+A717,ꜗ,MODIFIER LETTER DOT VERTICAL BAR
U+A718,ꜘ,MODIFIER LETTER DOT SLASH
U+A719,ꜙ,MODIFIER LETTER DOT HORIZONTAL BAR
U+A71A,ꜚ,MODIFIER LETTER LOWER RIGHT CORNER ANGLE
U+A71B,ꜛ,MODIFIER LETTER RAISED UP ARROW
U+A71C,ꜜ,MODIFIER LETTER RAISED DOWN ARROW
U+A71D,ꜝ,MODIFIER LETTER RAISED EXCLAMATION MARK
U+A71E,ꜞ,MODIFIER LETTER RAISED INVERTED EXCLAMATION MARK
U+A71F,ꜟ,MODIFIER LETTER LOW INVERTED EXCLAMATION MARK
U+A720,꜠,MODIFIER LETTER STRESS AND HIGH TONE
U+A721,꜡,MODIFIER LETTER STRESS AND LOW TONE
U+A788,ꞈ,MODIFIER LETTER LOW CIRCUMFLEX ACCENT
U+A789,꞉,MODIFIER LETTER COLON
U+A78A,꞊,MODIFIER LETTER SHORT EQUALS SIGN
U+A78B,Ꞌ,LATIN CAPITAL LETTER SALTILLO
U+A78C,ꞌ,LATIN SMALL LETTER SALTILLO
U+FB00,ﬀ,LATIN SMALL LIGATURE FF
U+FB01,ﬁ,LATIN SMALL LIGATURE FI
U+FB02,ﬂ,LATIN SMALL LIGATURE FL
U+FB03,ﬃ,LATIN SMALL LIGATURE FFI
U+FB04,ﬄ,LATIN SMALL LIGATURE FFL
U+FB05,ﬅ,LATIN SMALL LIGATURE LONG S T
U+FB06,ﬆ,LATIN SMALL LIGATURE ST
U+FB13,ﬓ,ARMENIAN SMALL LIGATURE MEN NOW
U+FB14,ﬔ,ARMENIAN SMALL LIGATURE MEN ECH
U+FB15,ﬕ,ARMENIAN SMALL LIGATURE MEN INI
U+FB16,ﬖ,ARMENIAN SMALL LIGATURE VEW NOW
U+FB17,ﬗ,ARMENIAN SMALL LIGATURE MEN XEH
U+FE20,︠,COMBINING LIGATURE LEFT HALF
U+FE21,︡,COMBINING LIGATURE RIGHT HALF
U+FE22,︢,COMBINING DOUBLE TILDE LEFT HALF
U+FE23,︣,COMBINING DOUBLE TILDE RIGHT HALF
U+FFFC,￼,OBJECT REPLACEMENT CHARACTER
